rxcui,drug_name,tty,production,prev_final,new_final,fix_source,confidence,changed_this_pass
310346,finasteride 5 MG Oral Tablet,SCD,G04CB01,G04CB01,G04CB01,unchanged,n/a,no
310880,hydrocortisone 0.025 MG/MG / neomycin 0.005 MG/MG Topical Ointment,SCD,A01AC03|A07AA01|A07EA02|D06AX04|D07AA02|D07AB02|D07AB11|H02AB09|S01AA03|S01BA02,C05AA01|D06AX04|D07AA02|D07AB02|D07AB11|D07AC16|D07XA01,D07CA01,llm-OTHER,HIGH,YES
198550,calcium lactate 325 MG Oral Tablet,SCD,A12AA05,A12AA05,A12AA05,unchanged,n/a,no
205362,Acetaminophen 500 MG / Chlorpheniramine 4 MG / Phenylpropanolamine 25 MG Oral Tablet,SCD,N02BE01|R01BA01|R06AB04,N02BE01|R01BA01|R06AB04,N02BE01|R01BA01|R06AB04,unchanged,n/a,no
206513,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Otic Solution [Drotic],SBD,A01AC03|A07AA01|A07EA02|D06AX04|D07AA02|D07AB02|D07AB11|H02AB09|S01AA03|S01BA02,S02AA07|S02AA11|S02BA01|S03AA01|S03AA03,S02CA03,llm-OTHER,HIGH,YES
206851,isosorbide dinitrate 5 MG Sublingual Tablet [Sorbitrate],SBD,C01DA08,C01DA08|C05AE02,C01DA08,llm-OTHER,MED,YES
206960,kanamycin 37.5 MG/ML Injectable Solution [Kantrex],SBD,A07AA08|J01GB04|S01AA24,A07AA08|J01GB04,J01GB04,llm-OTHER,HIGH,YES
207355,minocycline 100 MG Oral Capsule [Dynacin],SBD,J01AA08,A01AB23|J01AA08,J01AA08,llm-OTHER,HIGH,YES
314059,24 HR ketoprofen 100 MG Extended Release Oral Capsule,SCD,M01AE03,M01AE03,M01AE03,unchanged,n/a,no
901557,24 HR pramipexole dihydrochloride 3 MG Extended Release Oral Tablet [Mirapex],SBD,N04BC05,N04BC05,N04BC05,unchanged,n/a,no
309219,Chlorpheniramine 0.4 MG/ML / Phenylephrine 1 MG/ML Oral Solution,SCD,R06AB04,R06AB04,R06AB04,unchanged,n/a,no
309349,clioquinol 30 MG/ML / hydrocortisone 5 MG/ML Topical Cream,SCD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,C05AA01|D07AA02|D07AB02|D07AB11|D07AC16|D07XA01|D08AH30|D09AA10,D08AH30|D07AA02,llm-OTHER,MED,YES
309192,chlorophyllin copper complex 0.000125 MG/MG / sodium propionate 0.05 MG/MG Topical Ointment,SCD,S01AX10,S01AX10,S01AX10,unchanged,n/a,no
200224,montelukast 10 MG Oral Tablet,SCD,R03DC03,R03DC03,R03DC03,unchanged,n/a,no
995752,codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / phenylpropanolamine hydrochloride 2.5 MG/ML Oral Solution [Efasin Expectorant SF],SBD,R01BA01|R05CA03|R05DA04,R01BA01|R05CA03|R05DA04,R01BA01|R05CA03|R05DA04,unchanged,n/a,no
313811,azatadine maleate 1 MG / pseudoephedrine sulfate 120 MG Extended Release Oral Tablet,SCD,R01BA02|R06AX09,R01BA02|R06AX09,R01BA02|R06AX09,unchanged,n/a,no
966282,levothyroxine sodium 0.088 MG Oral Tablet [Synthroid],SBD,H03AA01,H03AA01,H03AA01,unchanged,n/a,no
617768,lubiprostone 0.024 MG Oral Capsule [Amitiza],SBD,A06AX03,A06AX03,A06AX03,unchanged,n/a,no
633189,hyaluronate 20 MG Oral Capsule,SCD,M09AX01,M09AX01,M09AX01,unchanged,n/a,no
637146,pectin 2.8 MG Oral Lozenge,SCD,A07BC01,A07BC01,A07BC01,unchanged,n/a,no
700903,urea 400 MG/ML Topical Foam,SCD,D02AE01,D02AE01,D02AE01,unchanged,n/a,no
728126,lidocaine 70 MG/ML / tetracaine 70 MG/ML Topical Cream [Pliaglis],SBD,D04AB01|N01BB02|R02AD02,D04AB01,D04AB01|D04AB06,llm-OTHER,HIGH,YES
722253,24 HR rotigotine 0.0833 MG/HR Transdermal System,SCD,N04BC09,N04BC09,N04BC09,unchanged,n/a,no
749833,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet [Micardis-HCT],SBD,C09DA07,C09DA07,C09DA07,unchanged,n/a,no
695930,magnesium hydroxide 700 MG / omeprazole 20 MG / sodium bicarbonate 600 MG Chewable Tablet [Zegerid with Magnesium Hydroxide],SBD,A02BC01,A02AA04|A02BC01|B05CB04|G04BX01,A02AA04|A02BC01|B05CB04|G04BX01,llm-KEEP_CURRENT,MED,no
756299,ethylestrenol 0.4 MG/ML Oral Solution,SCD,A14AB02,A14AB02,A14AB02,unchanged,n/a,no
763252,fenofibrate 40 MG Oral Tablet [Fenoglide],SBD,C10AB05,C10AB05,C10AB05,unchanged,n/a,no
790888,salicylic acid 60 MG/ML Topical Foam [Salkera],SBD,D01AE12|N02BA04,D01AE12,D01AE12,llm-KEEP_CURRENT,HIGH,no
797583,{1 (20 ML) (iodine-131-tositumomab 0.1 MG/ML Injectable Solution) / 1 (16.1 ML) (tositumomab 14 MG/ML Injectable Solution) } Pack [Bexxar Dosimetric Packaging],BPCK,V10XA53,V10XA53,V10XA53,unchanged,n/a,no
800066,calcium chloride 0.000996 MEQ/ML / glucose 1.7 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution,SCD,A12CA01|A12CC01|B05BA03|B05BB01|B05CB01|B05XA03|B05XA07|G01AD01|S01XA03|V06DC01,B05DB,B05DB,llm-KEEP_CURRENT,MED,no
861654,pitavastatin calcium 4 MG Oral Tablet [Livalo],SBD,C10AA08,C10AA08,C10AA08,unchanged,n/a,no
863623,oxybutynin chloride 10 MG Extended Release Oral Tablet,SCD,G04BD04,G04BD04,G04BD04,unchanged,n/a,no
884225,10 ML clonidine hydrochloride 0.5 MG/ML Injection,SCD,C02AC01|N02CX02,N02CX02,N02CX02,atcprod-confirmed,HIGH,no
992858,1 ML promethazine hydrochloride 50 MG/ML Injection,SCD,R06AD02,R06AD02,R06AD02,unchanged,n/a,no
204707,sulfur 64 MG/ML Topical Cream,SCD,D10AB02,D10AB02,D10AB02,unchanged,n/a,no
702572,glucosamine sulfate 500 MG / methylsulfonylmethane 500 MG Oral Tablet,SCD,M01AX05,M01AX05,M01AX05,unchanged,n/a,no
727634,125 ML sodium chloride 9 MG/ML Prefilled Syringe,SCD,B05CB01,B05CB01,B05CB01,unchanged,n/a,no
755980,dextromethorphan hydrobromide 5 MG/ML / guaifenesin 45 MG/ML Oral Solution [Simuc-DM],SBD,R05FB02,R05FB02,R05FB02,unchanged,n/a,no
795813,lactase 3000 UNT Oral Tablet [Lactaid],SBD,A09AA04,A09AA04,A09AA04,unchanged,n/a,no
796918,somatropin 4.4 MG/ML Injectable Solution [Saizen],SBD,H01AC01,H01AC01,H01AC01,unchanged,n/a,no
863836,amylase 30000 UNT / lipase 6000 UNT / protease 19000 UNT Delayed Release Oral Capsule [Creon],SBD,A09AA01,A09AA01,A09AA01,unchanged,n/a,no
892279,levothyroxine sodium 1 MG Oral Tablet,SCD,H03AA01,H03AA01,H03AA01,unchanged,n/a,no
897659,verapamil hydrochloride 120 MG Extended Release Oral Tablet,SCD,C08DA01,C08DA01,C08DA01,unchanged,n/a,no
993924,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / codeine phosphate 16 MG / phenylephrine hydrochloride 10 MG Oral Capsule,SCD,N02BE01|R05DA04|R06AB04,N02BE01|R01BA03|R05DA04|R06AB04,N02BE01|R01BA03|R05DA04|R06AB04,llm-KEEP_CURRENT,MED,no
308382,ascorbic acid 1000 MG Extended Release Oral Tablet,SCD,A11GA01,A11GA01,A11GA01,unchanged,n/a,no
308587,belladonna alkaloids 0.13 MG / phenobarbital 16.2 MG Oral Capsule,SCD,N03AA02,N03AA02,N03AA02,unchanged,n/a,no
310470,gentamicin 0.005 MG/MG Ophthalmic Ointment,SCD,D06AX07|S03AA06,S01AA11|S03AA06,S01AA11,llm-OTHER,MED,YES
310994,infliximab 100 MG Injection,SCD,L04AB02,L04AB02,L04AB02,unchanged,n/a,no
311647,methylene blue 55 MG Oral Tablet,SCD,V03AB17|V04CG05,V03AB17|V04CG05,V03AB17|V04CG05,unchanged,n/a,no
311661,methyltestosterone 5 MG Buccal Tablet,SCD,G03BA02,G03BA02|G03EK01,G03BA02,llm-OTHER,MED,YES
312832,risperidone 3 MG Oral Tablet,SCD,N05AX08,N05AX08,N05AX08,unchanged,n/a,no
309887,digitoxin 0.2 MG Oral Tablet,SCD,C01AA04,C01AA04,C01AA04,unchanged,n/a,no
1989873,{21 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (ferrous fumarate 75 MG Oral Tablet) } Pack [Hailey Fe 1/20 28 Day],BPCK,G03AA05,G03AA05,G03AA05,unchanged,n/a,no
1992841,chlorhexidine gluconate 30 MG/ML / climbazole 5 MG/ML / salicyloyl phytosphingosine 0.5 MG/ML Medicated Shampoo,SCD,A01AB03|D08AC02|R02AA05,D08AC02|D09AA12,D08AC02,llm-OTHER,LOW,YES
1994764,{7 (ethinyl estradiol 0.035 MG / norgestimate 0.18 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norgestimate 0.215 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Tri-VyLibra 28 Day],BPCK,G03AA11,G03AA11,G03AA11,unchanged,n/a,no
199671,nilutamide 50 MG Oral Tablet,SCD,L02BB02,L02BB02,L02BB02,unchanged,n/a,no
2044375,benzocaine 100 MG/ML / isopropyl alcohol 0.59 ML/ML Medicated Pad,SCD,D08AX05,C05AD03|D04AB04|D08AX05,D04AB04|D08AX05,llm-OTHER,MED,YES
996550,codeine phosphate 2 MG/ML / guaifenesin 40 MG/ML Oral Solution [Diabetic Tussin C],SBD,R05CA03|R05DA04,R05CA03|R05DA04,R05CA03|R05DA04,unchanged,n/a,no
997285,codeine phosphate 30 MG Oral Tablet,SCD,R05DA04,R05DA04,R05DA04,unchanged,n/a,no
998191,everolimus 2.5 MG Oral Tablet [Afinitor],SBD,L01EG02,L01EG02,L01EG02,unchanged,n/a,no
998485,miconazole nitrate 20 MG/ML Topical Cream [Aloe Vesta],SBD,A01AB09|D01AC02|G01AF04,D01AC02,D01AC02,llm-KEEP_CURRENT,MED,no
314041,isoetharine 1.25 MG/ML Inhalation Solution,SCD,R03AC07|R03CC06,R03AC07|R03CC06,R03AC07|R03CC06,unchanged,n/a,no
317146,povidone-iodine 50 MG/ML Topical Cream,SCD,D08AG02|D09AA09|D11AC06|G01AX11|R02AA15,D08AG02,D08AG02,atcprod-confirmed,HIGH,no
343050,potassium chloride 20 MEQ Oral Tablet,SCD,A12BA01|B05XA01,A12BA01,A12BA01,atcprod-confirmed,HIGH,no
801015,alanine 5.7 MG/ML / arginine 3.16 MG/ML / calcium chloride 0.004 MEQ/ML / dibasic potassium phosphate 2.61 MG/ML / glucose 100 MG/ML / glycine 2.83 MG/ML / histidine 1.32 MG/ML / isoleucine 1.65 MG/ML / leucine 2.01 MG/ML / lysine 1.59 MG/ML / magnesium chloride 0.01 MEQ/ML / methionine 1.1 MG/ML / phenylalanine 1.54 MG/ML / proline 1.87 MG/ML / serine 1.38 MG/ML / sodium acetate trihydrate 2.17 MG/ML / sodium chloride 0.02 MEQ/ML / threonine 1.16 MG/ML / tryptophan 0.5 MG/ML / tyrosine 0.11 MG/ML / valine 1.6 MG/ML Injectable Solution [Clinimix E 2.75/10],SBD,B05CX03|B05XB03|N06AX02|V03AB26,A12AA07|A12CA01|A12CC01|B05CB01|B05CX01|B05CX03|B05XA03|B05XA07|B05XA08|B05XA11|B05XB01|B05XB03|G04BA03|N06AX02|V03AB26|V04CA02|V06DC01,B05BA01,llm-OTHER,MED,YES
994059,acetaminophen 650 MG / codeine phosphate 30 MG Oral Tablet,SCD,N02BE01|R05DA04,N02BE01|R05DA04,N02BE01|R05DA04,unchanged,n/a,no
309299,cimetidine 3 MG/ML Injectable Solution,SCD,A02BA01,A02BA01,A02BA01,unchanged,n/a,no
791939,amoxicillin 100 MG Oral Tablet,SCD,J01CA04,J01CA04,J01CA04,unchanged,n/a,no
991616,dicyclomine hydrochloride 10 MG Oral Tablet,SCD,A03AA07,A03AA07,A03AA07,unchanged,n/a,no
206511,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Otic Solution [Cortisporin],SBD,A01AC03|A07AA01|A07EA02|D06AX04|D07AA02|D07AB02|D07AB11|H02AB09|S01AA03|S01BA02,S02CA03,S02CA03,llm-KEEP_CURRENT,HIGH,no
861417,azithromycin 1000 MG Powder for Oral Suspension [Zithromax],SBD,J01FA10,J01FA10,J01FA10,unchanged,n/a,no
308974,carbamazepine 100 MG Chewable Tablet [Tegretol],SBD,N03AF01,N03AF01,N03AF01,unchanged,n/a,no
311295,levocarnitine 750 MG Oral Tablet,SCD,A16AA01,A16AA01,A16AA01,unchanged,n/a,no
198224,hydrochlorothiazide 25 MG / spironolactone 25 MG Oral Tablet,SCD,C03EA01,C03EA01,C03EA01,unchanged,n/a,no
198952,vitamin B6 250 MG Oral Tablet,SCD,A11HA02,A11HA02,A11HA02,unchanged,n/a,no
206698,isoniazid 50 MG / pyrazinamide 300 MG / rifampin 120 MG Oral Tablet [Rifater],SBD,J04AB02|J04AC01|J04AK01|J04AM05,J04AB02|J04AC01|J04AK01,J04AB02|J04AC01|J04AK01,llm-KEEP_CURRENT,MED,no
207846,tobramycin 3 MG/ML Ophthalmic Solution [Tobrex],SBD,J01GB01|S01AA12,S01AA12,S01AA12,llm-KEEP_CURRENT,HIGH,no
313045,sodium fluoride 0.027 MG/MG Toothpaste,SCD,A01AA01,A01AA01|A12CD01,A01AA01,llm-OTHER,HIGH,YES
898353,amlodipine 5 MG / benazepril hydrochloride 10 MG Oral Capsule,SCD,C09BB13,C09BB13,C09BB13,unchanged,n/a,no
903958,erythromycin 0.242 MG/ML Oral Solution [Ornacyn],SBD,J01FA01,J01FA01,J01FA01,unchanged,n/a,no
904425,alendronic acid 5 MG Oral Tablet,SCD,M05BA04,M05BA04,M05BA04,unchanged,n/a,no
992799,homatropine methylbromide 0.03 MG/ML / opium 0.6 MG/ML / pectin 4.8 MG/ML Oral Suspension,SCD,A07BC01|S01FA05,A03BB06|A07BC01|A07DA02|N02AA02,A03BB06|A07DA02,llm-OTHER,MED,YES
310160,erythromycin estolate 125 MG Oral Capsule,SCD,J01FA01,J01FA01,J01FA01,unchanged,n/a,no
310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,SCD,C09DA04,C09DA04,C09DA04,unchanged,n/a,no
618606,docosahexaenoate / eicosapentaenoate / vitamin E Oral Capsule,SCDF,A11HA03,A11JC,A11JC,llm-KEEP_CURRENT,HIGH,no
700855,ubidecarenone 400 MG Oral Capsule,SCD,C01EB09,C01EB09,C01EB09,unchanged,n/a,no
643943,bismuth subsalicylate 17.5 MG/ML Oral Suspension [Soothe Regular Strength],SBD,A07BC04,A07BC04,A07BC04,unchanged,n/a,no
686443,24 HR paliperidone 6 MG Extended Release Oral Tablet [Invega],SBD,N05AX13,N05AX13,N05AX13,unchanged,n/a,no
748370,carbetapentane 4 MG/ML / Pseudoephedrine 6 MG/ML Oral Suspension [Allres D],SBD,R01BA02|R05DB05,R01BA02|R05DB05,R01BA02|R05DB05,unchanged,n/a,no
748857,{21 (drospirenone 3 MG / ethinyl estradiol 0.03 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Yasmin 28 Day],BPCK,G03AA12|G03AC10,G03AA12,G03AA12,llm-KEEP_CURRENT,HIGH,no
728118,estradiol 1.53 MG/ACTUAT Topical Spray,SCD,G03CA03,G03CA03,G03CA03,unchanged,n/a,no
731229,0.6 ML darbepoetin alfa 0.5 MG/ML Prefilled Syringe [Aranesp],SBD,B03XA02,B03XA02,B03XA02,unchanged,n/a,no
748029,brompheniramine tannate 0.8 MG/ML / phenylephrine tannate 1 MG/ML Extended Release Suspension [Brom Tann PE],SBD,R06AB01,R06AB01,R06AB01,unchanged,n/a,no
754503,olanzapine 10 MG Disintegrating Oral Tablet [Zyprexa],SBD,N05AH03,N05AH03,N05AH03,unchanged,n/a,no
791944,amoxicillin 200 MG Oral Tablet [Biomox],SBD,J01CA04,J01CA04,J01CA04,unchanged,n/a,no
861783,metformin hydrochloride 500 MG / pioglitazone 15 MG Oral Tablet,SCD,A10BD05,A10BD05,A10BD05,unchanged,n/a,no
866103,24 HR paliperidone 1.5 MG Extended Release Oral Tablet,SCD,N05AX13,N05AX13,N05AX13,unchanged,n/a,no
891631,desoximetasone 0.5 MG/ML Topical Cream [Topicort],SBD,D07AC03,D07AC03,D07AC03,unchanged,n/a,no
895014,morphine sulfate 10 MG Oral Tablet,SCD,N02AA01,N02AA01,N02AA01,unchanged,n/a,no
895194,morphine sulfate 15 MG/ML Injectable Solution,SCD,N02AA01,N02AA01,N02AA01,unchanged,n/a,no
900175,{5 (20 ML ifosfamide 50 MG/ML Injection) / 3 (mesna 100 MG/ML Injectable Solution) } Pack,GPCK,L01AA06|V03AF01,L01AA06|V03AF01,L01AA06|V03AF01,unchanged,n/a,no
1088191,wheat dextrin 3000 MG Powder for Oral Solution,SCD,A06AC07,A06AC07,A06AC07,unchanged,n/a,no
758523,0.5 ML sumatriptan 8 MG/ML Cartridge [Imitrex],SBD,N02CC01,N02CC01,N02CC01,unchanged,n/a,no
746642,12 HR guaifenesin 1200 MG / phenylephrine hydrochloride 35 MG Extended Release Oral Tablet [J-Max],SBD,R05CA03,R05CA03,R05CA03,unchanged,n/a,no
756085,piperazine 82.2 MG/ML Oral Solution,SCD,P02CB01,P02CB01,P02CB01,unchanged,n/a,no
861447,meperidine hydrochloride 10 MG/ML Injectable Solution,SCD,N02AB02,N02AB02,N02AB02,unchanged,n/a,no
861422,timolol 0.005 MG/MG Ophthalmic Gel [Timoptic],SBD,C07AA06,S01ED01,S01ED01,atcprod-confirmed,HIGH,no
863606,erythromycin ethylsuccinate 400 MG Oral Tablet [E.E.S.],SBD,J01FA01,J01FA01,J01FA01,unchanged,n/a,no
894859,acitretin 17.5 MG Oral Capsule,SCD,D05BB02,D05BB02,D05BB02,unchanged,n/a,no
897655,1 ML hydromorphone hydrochloride 1 MG/ML Injection [Dilaudid],SBD,N02AA03,N02AA03,N02AA03,unchanged,n/a,no
968663,dimethicone 30 MG/ML Medicated Pad,SCD,P03AX05,D02AA,D02AA,llm-KEEP_CURRENT,HIGH,no
993472,midodrine hydrochloride 5 MG Oral Tablet [Proamatine],SBD,C01CA17,C01CA17,C01CA17,unchanged,n/a,no
993942,acetaminophen 325 MG / codeine phosphate 60 MG Oral Capsule [Phenaphen with Codeine],SBD,N02BE01|R05DA04,N02BE01|R05DA04,N02BE01|R05DA04,unchanged,n/a,no
308701,bepridil 300 MG Oral Tablet,SCD,C08EA02,C08EA02,C08EA02,unchanged,n/a,no
309852,dichlorotetrafluoroethane 750 MG/ML / ethyl chloride 250 MG/ML Topical Spray,SCD,N01BX01,N01BX01,N01BX01,unchanged,n/a,no
309941,diphenylpyraline 5 MG Extended Release Oral Capsule,SCD,R06AA07,R06AA07,R06AA07,unchanged,n/a,no
310594,gramicidin 0.025 MG/ML / neomycin 1.75 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Solution,SCD,R02AB30,S01AA30,S01AA30,llm-OTHER,MED,no
312373,phenol 0.03 MG/MG / resorcinol 0.1 MG/MG Topical Gel,SCD,D08AE03,C05BB05|D08AE03|D10AX02,D08AE03|D10AX02|N01BX03,llm-OTHER,MED,YES
312548,4-aminobenzoic acid 10 MG/ML Oral Solution,SCD,D02BA01,D02BA01,D02BA01,unchanged,n/a,no
312555,povidone-iodine 2.3 MG/ML Douche,SCD,D08AG02|D09AA09|D11AC06|G01AX11|R02AA15,D08AG02|D09AA09|D11AC06|G01AX11|R02AA15|S01AX18,G01AX11,llm-OTHER,HIGH,YES
198903,zinc gluconate 15 MG Oral Tablet,SCD,A12CB02,A12CB02,A12CB02,unchanged,n/a,no
199353,trandolapril 1 MG Oral Tablet,SCD,C09AA10,C09AA10,C09AA10,unchanged,n/a,no
199521,vigabatrin 500 MG Oral Tablet,SCD,N03AG04,N03AG04,N03AG04,unchanged,n/a,no
1996293,10 ML ropivacaine hydrochloride 5 MG/ML Prefilled Syringe [Naropin],SBD,N01BB09,N01BB09,N01BB09,unchanged,n/a,no
200034,olanzapine 2.5 MG Oral Tablet,SCD,N05AH03,N05AH03,N05AH03,unchanged,n/a,no
2045140,doxycycline hyclate 150 MG Delayed Release Oral Tablet [Soloxide],SBD,J01AA02,A01AB22|J01AA02,J01AA02,llm-OTHER,HIGH,YES
205657,guaifenesin 600 MG Extended Release Oral Tablet [Humibid L.A.],SBD,R05CA03,R05CA03,R05CA03,unchanged,n/a,no
205736,corticotropin 40 UNT/ML Injectable Solution [ACTH Gel],SBD,H01AA01,H01AA01,H01AA01,unchanged,n/a,no
206257,lovastatin 20 MG Oral Tablet [Mevacor],SBD,C10AA02,C10AA02,C10AA02,unchanged,n/a,no
996267,codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution [Robitussin DAC],SBD,R01BA02|R05CA03|R05DA04,R01BA02|R05CA03|R05DA04,R01BA02|R05CA03|R05DA04,unchanged,n/a,no
998513,miconazole nitrate 20 MG/ML Topical Cream [Mitrazol],SBD,A01AB09|D01AC02|G01AF04,D01AC02,D01AC02,llm-KEEP_CURRENT,MED,no
998685,acebutolol 400 MG Oral Capsule,SCD,C07AB04,C07AB04,C07AB04,unchanged,n/a,no
313304,theophylline 75 MG Extended Release Oral Capsule,SCD,R03DA04,R03DA04,R03DA04,unchanged,n/a,no
313626,ascorbic acid 100 MG / calcium carbonate 625 MG / ferrous fumarate 122 MG / folic acid 1 MG Oral Tablet,SCD,A11GA01|B03BB01,A02AC01|A11GA01|A12AA04|B03AA02|B03BB01,A11GA01|B03AA02|B03BB01,llm-OTHER,MED,YES
347669,sodium fluoride 0.0123 MG/MG Oral Gel,SCD,A01AA01,A01AA01|A12CD01,A01AA01,llm-OTHER,HIGH,YES
809400,simethicone 66.7 MG/ML Oral Suspension [Gas-X],SBD,A03AX13,A03AX13,A03AX13,unchanged,n/a,no
904620,{1 (85 ML) (sulfacetamide sodium 100 MG/ML Topical Lotion [Carmol Scalp]) / 1 (120 ML) (urea 100 MG/ML Medicated Shampoo [Carmol]) } Pack [Carmol Scalp Treatment Kit],BPCK,D10AB02,D02AE|D10AF,D02AE01|D10AF06,atcprod-promote-L4toL5,HIGH,YES
966618,diflorasone diacetate 0.0005 MG/MG Topical Ointment [Maxiflor],SBD,D07AC10,D07AC10,D07AC10,unchanged,n/a,no
308932,calcium polycarbophil 1000 MG Chewable Tablet,SCD,A06AC08,A06AC08,A06AC08,unchanged,n/a,no
308940,camphor 108 MG/ML / phenol 47 MG/ML Topical Solution,SCD,D08AE03,D04AX,D04AX,llm-KEEP_CURRENT,HIGH,no
309043,12 HR cefaclor 500 MG Extended Release Oral Tablet,SCD,J01DC04,J01DC04,J01DC04,unchanged,n/a,no
311625,methotrexate 1000 MG Injection,SCD,L01BA01,L01BA01,L01BA01,unchanged,n/a,no
311967,niacinamide 500 MG Oral Capsule,SCD,A11HA01,A11HA01,A11HA01,unchanged,n/a,no
904876,168 HR buprenorphine 0.02 MG/HR Transdermal System,SCD,N02AE01,N02AE01,N02AE01,unchanged,n/a,no
905170,protriptyline hydrochloride 10 MG Oral Tablet [Vivactil],SBD,N06AA11,N06AA11,N06AA11,unchanged,n/a,no
1090941,benzocaine 10 MG / cetylpyridinium chloride 0.5 MG Oral Lozenge [Sepasoothe],SBD,C05AD03|D04AB04|R02AD01,R02AA06|R02AD01,R02AA06|R02AD01,llm-KEEP_CURRENT,HIGH,no
2000007,1 ML glatiramer acetate 40 MG/ML Prefilled Syringe [Glatopa],SBD,L03AX13,L03AX13,L03AX13,unchanged,n/a,no
205643,ammonium lactate 120 MG/ML Topical Lotion [Amlactin],SBD,G01AD01,D02AX,D02AX,llm-KEEP_CURRENT,HIGH,no
979115,0.6 ML methylnaltrexone bromide 20 MG/ML Injection [Relistor],SBD,A06AH01,A06AH01,A06AH01,unchanged,n/a,no
637149,petrolatum 0.87 MG/MG / zinc oxide 0.088 MG/MG Topical Ointment,SCD,C05AX04,D02AB,D02AB,llm-KEEP_CURRENT,HIGH,no
637560,gemifloxacin 320 MG Oral Tablet,SCD,J01MA15,J01MA15,J01MA15,unchanged,n/a,no
705159,simethicone 62.5 MG Oral Film [Gas-X],SBD,A03AX13,A03AX13,A03AX13,unchanged,n/a,no
637254,12 HR guaifenesin 650 MG / phenylephrine hydrochloride 40 MG Extended Release Oral Tablet,SCD,R05CA03,R05CA03,R05CA03,unchanged,n/a,no
669146,Aluminum Hydroxide 100 MG/ML / Magnesium Hydroxide 100 MG/ML Oral Suspension [Mylanta Ultimate],SBD,A02AB01,A02AB01,A02AB01,unchanged,n/a,no
860928,benzocaine 0.02 MG/MG / trimethobenzamide hydrochloride 100 MG Rectal Suppository [Tebamide],SBD,R06AA10,C05AD03|R06AA10,C05AD03,llm-OTHER,MED,YES
705921,"estrogens, esterified (USP) 0.625 MG / methyltestosterone 1.25 MG Oral Tablet [Covaryx]",SBD,G03BA02,G03EA01,G03BA02,llm-KEEP_CURRENT,MED,YES
797452,erythromycin 20 MG/ML Medicated Pad,SCD,J01FA01,D10AF02,D10AF02,atcprod-confirmed,HIGH,no
763088,{2 (levonorgestrel 0.75 MG Oral Tablet) } Pack,GPCK,G03AC03,G03AC03|G03AD01,G03AC03|G03AD01,atcprod-confirmed,HIGH,no
864767,methadone hydrochloride 1.75 MG/ML Oral Solution,SCD,N07BC02,N07BC02,N07BC02,unchanged,n/a,no
897288,ceftibuten 36 MG/ML Oral Suspension [Cedax],SBD,J01DD14,J01DD14,J01DD14,unchanged,n/a,no
885857,balsalazide disodium 750 MG Oral Capsule,SCD,A07EC04,A07EC04,A07EC04,unchanged,n/a,no
966186,levothyroxine sodium 0.125 MG Oral Tablet [Eltroxin],SBD,H03AA01,H03AA01,H03AA01,unchanged,n/a,no
198891,vitamin B12 2.5 MG Sublingual Tablet,SCD,B03BA01,B03BA01,B03BA01,unchanged,n/a,no
1996204,cholecalciferol 2000 UNT / folic acid 1 MG Oral Tablet,SCD,A11CC05|B03BB01,B03BB01,B03BB01,atcprod-confirmed,HIGH,no
762823,rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML Injectable Solution [Meruvax II],SBD,J07BJ01,J07BJ01,J07BJ01,unchanged,n/a,no
792132,amylase 180000 UNT / lipase 14400 UNT / pancreatin 900 MG / protease 180000 UNT Oral Tablet,SCD,A09AA01,A09AA01,A09AA01,unchanged,n/a,no
861045,1.5 ML pramlintide acetate 1 MG/ML Pen Injector [Symlin],SBD,A10BX05,A10BX05,A10BX05,unchanged,n/a,no
861171,12 HR propafenone hydrochloride 425 MG Extended Release Oral Capsule,SCD,C01BC03,C01BC03,C01BC03,unchanged,n/a,no
895749,benzocaine 60 MG/ML / isopropyl alcohol 0.6 ML/ML Medicated Pad,SCD,D08AX05,D04AB04,D04AB04,atcprod-confirmed,HIGH,no
967919,cholecalciferol 0.325 MG Oral Capsule [Maximum D3],SBD,A11CC05,A11CC05,A11CC05,unchanged,n/a,no
978772,digitoxin 0.05 MG Oral Tablet [Crystodigin],SBD,C01AA04,C01AA04,C01AA04,unchanged,n/a,no
